IDW - 4,,
Early,Late,Final
35.36647813,34.6083614,35.68930021
37.17215161,31.39025498,30.63611732
28.15687916,27.7740438,26.46786188
47.27209455,47.60962028,47.14616528
10.3375637,10.06862011,13.71422298
30.87568389,30.76607188,28.81564302
16.01060841,16.87342154,20.3033118
22.71172878,19.03945048,20.96353501
41.80885426,41.40094266,37.81866466
22.30022473,20.39356935,19.3533575
18.52669533,17.82698364,15.78317069
27.93796029,25.85454793,25.49357656
25.36614694,24.16227107,20.55975152
42.87962738,40.69294463,37.10209396
73.8942313,70.72759247,66.70963697
58.59546031,57.15624161,51.73658756
49.52716061,46.94077933,47.23170248
30.11798051,28.13592743,24.72911209
39.77919001,36.42911659,36.05875133
50.75265417,49.07442899,44.98052542
22.58247084,21.43305294,19.5975301
26.06172618,24.53020095,21.89243101
23.56449937,24.37496254,27.76799334
11.34262253,13.70582869,14.18516844
24.71782397,23.20116637,15.21076893
15.8145333,15.83307747,18.77545297
11.67548884,10.59546143,12.01822642
15.7453513,14.22983553,18.98860467
30.96466004,33.10432481,22.84578905
32.22111595,31.58022447,25.73381447
31.25518524,29.87873052,26.04234344
54.36110959,53.75954947,42.37811048
31.25957668,29.53704456,23.36772134
39.09689341,40.18011121,42.06658955
20.29928382,19.66811917,20.85872812
23.1076724,22.87370833,25.8602625
12.92214444,11.27153683,9.79169651
36.44453447,36.90561572,35.71199215
50.61123901,48.71862464,71.04619237
40.87775208,37.25170446,52.53196386
31.71418968,40.79511953,60.64881465
48.00820303,53.94266425,61.45196706
42.63516166,45.54878721,62.063557
46.52349816,53.28233695,65.22546088
63.885834,67.52474618,89.18429032
32.38194219,35.38002261,37.28689297
29.95269467,28.83172455,50.15856656
52.06277569,52.88616639,62.63736938
43.81910354,46.68272868,58.69316337
34.02041552,35.00250926,46.23016824
37.44058044,38.05312245,55.02699699
70.82918811,68.55203017,85.6937874
37.09213323,38.38644267,55.55559629
44.19999801,35.99981126,35.20993308
55.8638723,52.88458175,59.64983745
36.3196408,32.10671078,42.25442116
41.84795016,34.75984407,45.95624082
43.88091252,45.91569919,64.25198174
28.57959957,28.78173634,43.83014451
36.12602248,32.29302623,49.23415591
50.94677919,44.51010656,45.2346458
46.24119993,32.13321828,25.88825424
56.22763906,58.60729174,71.60976178
36.40681134,36.46896716,49.45970426
119.86061302,119.75916309,114.66786133
56.03822134,56.08335625,45.61520244
51.95145771,52.03205117,62.79025443
36.36959785,34.13253067,43.77283622
125.16108572,124.49569629,123.44459236
90.49777618,90.29009027,87.05598598
43.57562591,43.58169164,39.47641123
214.56544516,213.86619714,213.43732227
72.59161352,71.42732781,71.42684486
58.89776073,59.46310435,52.48668475
70.69035986,69.70255076,71.36802648
74.05075509,75.38090096,78.17432542
15.45333008,10.70755822,14.48417631
14.85196269,14.6358064,17.38916597
17.14291744,12.65697896,9.8163299
23.02098013,20.04231409,18.13715692
17.89618925,12.48227683,9.61493928
15.56754432,14.27080217,14.69797742

IDW - 1,,
Early,Late,Final
42.38251671,44.13788419,47.10856773
32.11580362,33.58454029,36.41549326
39.33834548,40.81825433,43.83908686
44.14241259,45.69035534,49.04969553
35.48329114,37.0956987,39.51142133
46.18597207,47.66902275,50.7414987
48.85993129,51.04210738,54.15096642
57.39734995,58.73113247,60.82814817
39.82996238,41.15525969,43.58452047
34.27256778,36.16854062,39.12764724
67.00473235,68.51302418,71.76576871
34.19162117,35.79889461,38.86514816
38.17904657,40.10372761,42.93431194
37.79860287,39.31507312,41.87342119
71.4899561,72.62813679,75.14457698
63.13156979,64.18323586,70.30554985
61.91487239,64.60132481,68.60054714
117.94023082,119.36181852,123.51230822
82.96158576,84.7389266,88.22019526
85.68084435,88.28850973,93.09689129
20.35960264,20.53113267,22.81435883
59.67317508,59.89395472,65.69298237
54.47529954,55.8130514,63.31451542
60.23484132,60.69615357,68.03985338
84.78145627,85.87024811,88.45610732
91.89313502,92.56708485,94.13190151
33.20825599,33.02152632,37.09460914
84.46074618,86.35824828,91.7989047
94.09489716,95.15173032,99.54460654
69.89423298,70.7642601,73.3938172
38.43789787,38.69112604,39.94211021
88.9313924,89.66797455,89.65820272
95.27543206,95.68761508,100.34780991
81.00112281,82.34269807,85.67933047
96.60921417,97.63310867,101.24249243
